sep=,
"Time","INV_DC_Bus_Voltage","INV_DC_Bus_Current"
2025-06-03 19:41:33,339 Volts,62.9 Amps
2025-06-03 19:41:33,338 Volts,65.4 Amps
2025-06-03 19:41:34,338 Volts,66.3 Amps
2025-06-03 19:41:34,337 Volts,69.2 Amps
2025-06-03 19:41:34,335 Volts,74.9 Amps
2025-06-03 19:41:34,334 Volts,81.1 Amps
2025-06-03 19:41:34,334 Volts,79.1 Amps
2025-06-03 19:41:34,334 Volts,79.7 Amps
2025-06-03 19:41:34,333 Volts,81.7 Amps
2025-06-03 19:41:34,331 Volts,89.9 Amps
2025-06-03 19:41:34,330 Volts,90.6 Amps
2025-06-03 19:41:34,331 Volts,88.3 Amps
2025-06-03 19:41:35,331 Volts,87.6 Amps
2025-06-03 19:41:35,331 Volts,86.9 Amps
2025-06-03 19:41:35,330 Volts,89.7 Amps
2025-06-03 19:41:35,330 Volts,89.7 Amps
2025-06-03 19:41:35,330 Volts,88.1 Amps
2025-06-03 19:41:35,330 Volts,87.5 Amps
2025-06-03 19:41:35,331 Volts,85.0 Amps
2025-06-03 19:41:35,331 Volts,84.3 Amps
2025-06-03 19:41:35,332 Volts,80.4 Amps
2025-06-03 19:41:35,358 Volts,-9 Amps
2025-06-03 19:41:36,358 Volts,-12.6 Amps
2025-06-03 19:41:36,356 Volts,-3.15 Amps
2025-06-03 19:41:36,355 Volts,0.760 Amps
2025-06-03 19:41:36,355 Volts,0.780 Amps
2025-06-03 19:41:36,355 Volts,0.200 Amps
2025-06-03 19:41:36,355 Volts,0 Amps
2025-06-03 19:41:36,355 Volts,-0.0250 Amps
2025-06-03 19:41:36,355 Volts,-0.0400 Amps
2025-06-03 19:41:36,355 Volts,0 Amps
2025-06-03 19:41:36,355 Volts,0 Amps
2025-06-03 19:41:37,356 Volts,0.0750 Amps
2025-06-03 19:41:37,355 Volts,-0.0200 Amps
2025-06-03 19:41:37,355 Volts,0.0200 Amps
2025-06-03 19:41:37,356 Volts,-0.0200 Amps
2025-06-03 19:41:37,355 Volts,0 Amps
2025-06-03 19:41:37,355 Volts,0.0250 Amps
2025-06-03 19:41:37,356 Volts,0 Amps
2025-06-03 19:41:37,356 Volts,-0.0200 Amps
2025-06-03 19:41:37,356 Volts,-0.0250 Amps
2025-06-03 19:41:37,356 Volts,0 Amps
2025-06-03 19:41:38,356 Volts,-0.0200 Amps
2025-06-03 19:41:38,356 Volts,-0.0250 Amps
2025-06-03 19:41:38,356 Volts,0 Amps
2025-06-03 19:41:38,356 Volts,-0.0400 Amps
2025-06-03 19:41:38,356 Volts,-0.0200 Amps
2025-06-03 19:41:38,356 Volts,-0.0200 Amps
2025-06-03 19:41:38,356 Volts,0 Amps
2025-06-03 19:41:38,356 Volts,0 Amps
2025-06-03 19:41:38,356 Volts,0 Amps
2025-06-03 19:41:38,356 Volts,0.0200 Amps
2025-06-03 19:41:39,356 Volts,-0.0200 Amps
2025-06-03 19:41:39,356 Volts,0 Amps
2025-06-03 19:41:39,356 Volts,0 Amps
2025-06-03 19:41:39,356 Volts,-0.0167 Amps
2025-06-03 19:41:39,356 Volts,0 Amps
2025-06-03 19:41:39,356 Volts,0 Amps
2025-06-03 19:41:39,356 Volts,0 Amps
2025-06-03 19:41:39,355 Volts,2.90 Amps
2025-06-03 19:41:39,354 Volts,7.45 Amps
2025-06-03 19:41:39,355 Volts,5.60 Amps
2025-06-03 19:41:40,354 Volts,6.60 Amps
2025-06-03 19:41:40,354 Volts,8.08 Amps
2025-06-03 19:41:40,352 Volts,15.6 Amps
2025-06-03 19:41:40,349 Volts,27.2 Amps
2025-06-03 19:41:40,350 Volts,24.0 Amps
2025-06-03 19:41:40,349 Volts,26.5 Amps
2025-06-03 19:41:40,347 Volts,33.2 Amps
2025-06-03 19:41:40,346 Volts,35.4 Amps
2025-06-03 19:41:40,345 Volts,37.9 Amps
2025-06-03 19:41:40,345 Volts,39.7 Amps
2025-06-03 19:41:41,342 Volts,51.4 Amps
2025-06-03 19:41:41,340 Volts,57.0 Amps
2025-06-03 19:41:41,341 Volts,49.6 Amps
2025-06-03 19:41:41,340 Volts,54.0 Amps
2025-06-03 19:41:41,340 Volts,56.5 Amps
2025-06-03 19:41:41,339 Volts,61.4 Amps
2025-06-03 19:41:41,336 Volts,70.0 Amps
2025-06-03 19:41:41,336 Volts,69.2 Amps
2025-06-03 19:41:41,336 Volts,68.5 Amps
2025-06-03 19:41:41,335 Volts,71.1 Amps
2025-06-03 19:41:42,334 Volts,74.6 Amps
2025-06-03 19:41:42,334 Volts,74.7 Amps
2025-06-03 19:41:42,335 Volts,69.1 Amps
2025-06-03 19:41:42,336 Volts,66.6 Amps
2025-06-03 19:41:42,334 Volts,74.7 Amps
2025-06-03 19:41:42,335 Volts,70.4 Amps
2025-06-03 19:41:42,335 Volts,69.2 Amps
2025-06-03 19:41:42,334 Volts,76.3 Amps
2025-06-03 19:41:42,332 Volts,83.7 Amps
2025-06-03 19:41:42,335 Volts,68 Amps
2025-06-03 19:41:43,338 Volts,59.3 Amps
2025-06-03 19:41:43,338 Volts,60.4 Amps
2025-06-03 19:41:43,338 Volts,58.0 Amps
2025-06-03 19:41:43,339 Volts,57.8 Amps
2025-06-03 19:41:43,338 Volts,61.6 Amps
2025-06-03 19:41:43,339 Volts,56.9 Amps
2025-06-03 19:41:43,340 Volts,52.6 Amps
2025-06-03 19:41:43,339 Volts,58.2 Amps
2025-06-03 19:41:43,342 Volts,45.1 Amps
2025-06-03 19:41:43,344 Volts,38.1 Amps
2025-06-03 19:41:44,348 Volts,22.3 Amps
2025-06-03 19:41:44,352 Volts,9.20 Amps
2025-06-03 19:41:44,357 Volts,-7.32 Amps
2025-06-03 19:41:44,356 Volts,-3.46 Amps
2025-06-03 19:41:44,355 Volts,-0.275 Amps
2025-06-03 19:41:44,355 Volts,0.340 Amps
2025-06-03 19:41:44,355 Volts,0.200 Amps
2025-06-03 19:41:44,355 Volts,-0.0200 Amps
2025-06-03 19:41:44,355 Volts,0.125 Amps
2025-06-03 19:41:44,355 Volts,0.100 Amps
2025-06-03 19:41:45,355 Volts,-0.0400 Amps
2025-06-03 19:41:45,355 Volts,0.0400 Amps
2025-06-03 19:41:45,355 Volts,-0.0600 Amps
2025-06-03 19:41:45,355 Volts,0.0250 Amps
2025-06-03 19:41:45,355 Volts,-0.0800 Amps
2025-06-03 19:41:45,355 Volts,0.140 Amps
2025-06-03 19:41:45,355 Volts,0.150 Amps
2025-06-03 19:41:45,355 Volts,0.0400 Amps
2025-06-03 19:41:45,355 Volts,-0.0400 Amps
2025-06-03 19:41:45,355 Volts,0.0200 Amps
2025-06-03 19:41:46,355 Volts,1.22 Amps
2025-06-03 19:41:46,352 Volts,14.3 Amps
2025-06-03 19:41:46,347 Volts,34.2 Amps
2025-06-03 19:41:46,344 Volts,45.3 Amps
2025-06-03 19:41:46,338 Volts,68.6 Amps
2025-06-03 19:41:46,337 Volts,72.2 Amps
2025-06-03 19:41:46,337 Volts,66.8 Amps
2025-06-03 19:41:46,337 Volts,65.6 Amps
2025-06-03 19:41:46,338 Volts,60.9 Amps
2025-06-03 19:41:46,337 Volts,67.9 Amps
2025-06-03 19:41:47,332 Volts,85.0 Amps
2025-06-03 19:41:47,340 Volts,49.8 Amps
2025-06-03 19:41:47,339 Volts,58.5 Amps
2025-06-03 19:41:47,333 Volts,80.1 Amps
2025-06-03 19:41:47,333 Volts,77.5 Amps
2025-06-03 19:41:47,343 Volts,38.6 Amps
2025-06-03 19:41:47,338 Volts,59.9 Amps
2025-06-03 19:41:47,330 Volts,90.3 Amps
2025-06-03 19:41:47,328 Volts,96.5 Amps
2025-06-03 19:41:47,341 Volts,43.0 Amps
2025-06-03 19:41:48,339 Volts,52.9 Amps
2025-06-03 19:41:48,333 Volts,77.0 Amps
2025-06-03 19:41:48,335 Volts,71.8 Amps
2025-06-03 19:41:48,337 Volts,60.1 Amps
2025-06-03 19:41:48,338 Volts,58.9 Amps
2025-06-03 19:41:48,338 Volts,56.4 Amps
2025-06-03 19:41:48,353 Volts,4.98 Amps
2025-06-03 19:41:48,357 Volts,-10.5 Amps
2025-06-03 19:41:48,355 Volts,-3.15 Amps
2025-06-03 19:41:48,354 Volts,0.320 Amps
2025-06-03 19:41:49,354 Volts,0.700 Amps
2025-06-03 19:41:49,355 Volts,0.300 Amps
2025-06-03 19:41:49,354 Volts,-0.0800 Amps
2025-06-03 19:41:49,353 Volts,5.20 Amps
2025-06-03 19:41:49,348 Volts,30.0 Amps
2025-06-03 19:41:49,346 Volts,32.5 Amps
2025-06-03 19:41:49,345 Volts,37.7 Amps
2025-06-03 19:41:49,342 Volts,51.0 Amps
2025-06-03 19:41:49,341 Volts,53.0 Amps
2025-06-03 19:41:49,340 Volts,54 Amps
2025-06-03 19:41:50,349 Volts,18.1 Amps
2025-06-03 19:41:50,358 Volts,-9.68 Amps
2025-06-03 19:41:50,356 Volts,-6.47 Amps
2025-06-03 19:41:50,355 Volts,-1.08 Amps
2025-06-03 19:41:50,354 Volts,0.580 Amps
2025-06-03 19:41:50,355 Volts,0.225 Amps
2025-06-03 19:41:50,355 Volts,0.0600 Amps
2025-06-03 19:41:50,355 Volts,0 Amps
2025-06-03 19:41:50,355 Volts,0.975 Amps
2025-06-03 19:41:50,351 Volts,15.8 Amps
2025-06-03 19:41:51,343 Volts,50.7 Amps
2025-06-03 19:41:51,338 Volts,65.3 Amps
2025-06-03 19:41:51,338 Volts,61.8 Amps
2025-06-03 19:41:51,338 Volts,61 Amps
2025-06-03 19:41:51,338 Volts,60.7 Amps
2025-06-03 19:41:51,337 Volts,62.0 Amps
2025-06-03 19:41:51,334 Volts,74.7 Amps
2025-06-03 19:41:51,332 Volts,80.2 Amps
2025-06-03 19:41:51,332 Volts,80.6 Amps
2025-06-03 19:41:51,331 Volts,81.4 Amps
2025-06-03 19:41:52,332 Volts,80.1 Amps
2025-06-03 19:41:52,333 Volts,72.9 Amps
2025-06-03 19:41:52,335 Volts,66.7 Amps
2025-06-03 19:41:52,334 Volts,71.3 Amps
2025-06-03 19:41:52,350 Volts,15.8 Amps
2025-06-03 19:41:52,358 Volts,-14.3 Amps
2025-06-03 19:41:52,356 Volts,-7.70 Amps
2025-06-03 19:41:52,354 Volts,-0.700 Amps
2025-06-03 19:41:52,354 Volts,0.740 Amps
2025-06-03 19:41:52,354 Volts,0.325 Amps
2025-06-03 19:41:53,354 Volts,0.150 Amps
2025-06-03 19:41:53,354 Volts,-0.0333 Amps
2025-06-03 19:41:53,355 Volts,0.0400 Amps
2025-06-03 19:41:53,355 Volts,-0.0750 Amps
2025-06-03 19:41:53,353 Volts,5.02 Amps
2025-06-03 19:41:53,353 Volts,8.44 Amps
2025-06-03 19:41:53,355 Volts,-1.26 Amps
2025-06-03 19:41:53,348 Volts,33.5 Amps
2025-06-03 19:41:53,342 Volts,49.5 Amps
2025-06-03 19:41:53,343 Volts,44.5 Amps
2025-06-03 19:41:54,342 Volts,49.6 Amps
2025-06-03 19:41:54,341 Volts,51 Amps
2025-06-03 19:41:54,343 Volts,43.8 Amps
2025-06-03 19:41:54,343 Volts,42.1 Amps
2025-06-03 19:41:54,344 Volts,41.4 Amps
2025-06-03 19:41:54,350 Volts,12.4 Amps
2025-06-03 19:41:54,356 Volts,-5.43 Amps
2025-06-03 19:41:54,356 Volts,-5.64 Amps
2025-06-03 19:41:54,352 Volts,10.7 Amps
2025-06-03 19:41:54,343 Volts,49.0 Amps
2025-06-03 19:41:55,342 Volts,51.9 Amps
2025-06-03 19:41:55,340 Volts,55.6 Amps
2025-06-03 19:41:55,338 Volts,62.3 Amps
2025-06-03 19:41:55,346 Volts,28 Amps
2025-06-03 19:41:55,353 Volts,3.08 Amps
2025-06-03 19:41:55,356 Volts,-4.58 Amps
2025-06-03 19:41:55,356 Volts,-4 Amps
2025-06-03 19:41:55,352 Volts,10.9 Amps
2025-06-03 19:41:55,346 Volts,36.6 Amps
2025-06-03 19:41:55,343 Volts,45.8 Amps
2025-06-03 19:41:56,344 Volts,42.1 Amps
2025-06-03 19:41:56,341 Volts,50.8 Amps
2025-06-03 19:41:56,336 Volts,70.7 Amps
2025-06-03 19:41:56,333 Volts,82.3 Amps
2025-06-03 19:41:56,336 Volts,68.4 Amps
2025-06-03 19:41:56,337 Volts,65.0 Amps
2025-06-03 19:41:56,335 Volts,69.2 Amps
2025-06-03 19:41:56,337 Volts,61.7 Amps
2025-06-03 19:41:56,335 Volts,69.0 Amps
2025-06-03 19:41:56,330 Volts,89.7 Amps
2025-06-03 19:41:57,333 Volts,78.2 Amps
2025-06-03 19:41:57,337 Volts,59.7 Amps
2025-06-03 19:41:57,334 Volts,71.9 Amps
2025-06-03 19:41:57,332 Volts,81.6 Amps
2025-06-03 19:41:57,326 Volts,101 Amps
2025-06-03 19:41:57,333 Volts,71.9 Amps
2025-06-03 19:41:57,337 Volts,56.8 Amps
2025-06-03 19:41:57,332 Volts,79.9 Amps
2025-06-03 19:41:57,336 Volts,63.5 Amps
2025-06-03 19:41:57,334 Volts,70.6 Amps
2025-06-03 19:41:58,331 Volts,82.6 Amps
2025-06-03 19:41:58,331 Volts,82.0 Amps
2025-06-03 19:41:58,332 Volts,75.3 Amps
2025-06-03 19:41:58,349 Volts,16.1 Amps
2025-06-03 19:41:58,358 Volts,-15.9 Amps
2025-06-03 19:41:58,355 Volts,-7.56 Amps
2025-06-03 19:41:58,354 Volts,0.200 Amps
2025-06-03 19:41:58,353 Volts,1.76 Amps
2025-06-03 19:41:58,353 Volts,2.70 Amps
2025-06-03 19:41:58,353 Volts,3.46 Amps
2025-06-03 19:41:59,354 Volts,1.60 Amps
2025-06-03 19:41:59,354 Volts,-0.680 Amps
2025-06-03 19:41:59,354 Volts,-0.600 Amps
2025-06-03 19:41:59,354 Volts,0.800 Amps
2025-06-03 19:41:59,354 Volts,-0.125 Amps
2025-06-03 19:41:59,354 Volts,-0.0800 Amps
2025-06-03 19:41:59,354 Volts,-0.0600 Amps
2025-06-03 19:41:59,354 Volts,-0.0400 Amps
2025-06-03 19:41:59,354 Volts,0.0200 Amps
2025-06-03 19:41:59,354 Volts,3.25 Amps
2025-06-03 19:42:00,353 Volts,7.48 Amps
2025-06-03 19:42:00,353 Volts,3.70 Amps
2025-06-03 19:42:00,355 Volts,-1.54 Amps
2025-06-03 19:42:00,355 Volts,-0.700 Amps
2025-06-03 19:42:00,355 Volts,-0.0750 Amps
2025-06-03 19:42:00,354 Volts,0 Amps
2025-06-03 19:42:00,354 Volts,0.0200 Amps
2025-06-03 19:42:00,354 Volts,0.0200 Amps
2025-06-03 19:42:00,354 Volts,0 Amps
2025-06-03 19:42:00,354 Volts,0 Amps
2025-06-03 19:42:01,354 Volts,0.0200 Amps
2025-06-03 19:42:01,354 Volts,-0.0250 Amps
2025-06-03 19:42:01,354 Volts,0 Amps
2025-06-03 19:42:01,354 Volts,0 Amps
2025-06-03 19:42:01,354 Volts,0 Amps
2025-06-03 19:42:01,355 Volts,0 Amps
2025-06-03 19:42:01,355 Volts,0 Amps
2025-06-03 19:42:01,355 Volts,0 Amps
2025-06-03 19:42:01,354 Volts,1.15 Amps
2025-06-03 19:42:01,354 Volts,4.02 Amps
2025-06-03 19:42:02,354 Volts,1.80 Amps
2025-06-03 19:42:02,355 Volts,0.860 Amps
2025-06-03 19:42:02,355 Volts,0.500 Amps
2025-06-03 19:42:02,354 Volts,3.80 Amps
2025-06-03 19:42:02,352 Volts,11.9 Amps
2025-06-03 19:42:02,351 Volts,13.6 Amps
2025-06-03 19:42:02,351 Volts,12.1 Amps
2025-06-03 19:42:02,351 Volts,11.7 Amps
2025-06-03 19:42:02,350 Volts,16.7 Amps
2025-06-03 19:42:02,346 Volts,31.7 Amps
2025-06-03 19:42:03,344 Volts,41.2 Amps
2025-06-03 19:42:03,344 Volts,39.7 Amps
2025-06-03 19:42:03,344 Volts,36.4 Amps
2025-06-03 19:42:03,345 Volts,31.8 Amps
2025-06-03 19:42:03,343 Volts,37.5 Amps
2025-06-03 19:42:03,341 Volts,49.9 Amps
2025-06-03 19:42:03,338 Volts,57.1 Amps
2025-06-03 19:42:03,338 Volts,57.1 Amps
2025-06-03 19:42:03,338 Volts,53.8 Amps
2025-06-03 19:42:03,336 Volts,64.8 Amps
2025-06-03 19:42:04,338 Volts,56.0 Amps
2025-06-03 19:42:04,338 Volts,56.2 Amps
2025-06-03 19:42:04,339 Volts,52.7 Amps
2025-06-03 19:42:04,338 Volts,56.2 Amps
2025-06-03 19:42:04,336 Volts,60.8 Amps
2025-06-03 19:42:04,336 Volts,65.5 Amps
2025-06-03 19:42:04,333 Volts,72.2 Amps
2025-06-03 19:42:04,332 Volts,75.3 Amps
2025-06-03 19:42:04,331 Volts,77.8 Amps
2025-06-03 19:42:04,332 Volts,74.6 Amps
2025-06-03 19:42:05,334 Volts,69.4 Amps
2025-06-03 19:42:05,333 Volts,72.4 Amps
2025-06-03 19:42:05,333 Volts,70.7 Amps
2025-06-03 19:42:05,339 Volts,50.3 Amps
2025-06-03 19:42:05,353 Volts,0.950 Amps
2025-06-03 19:42:05,356 Volts,-11.9 Amps
2025-06-03 19:42:05,355 Volts,-4.95 Amps
2025-06-03 19:42:05,353 Volts,1.13 Amps
2025-06-03 19:42:05,353 Volts,0.625 Amps
2025-06-03 19:42:05,354 Volts,0.140 Amps
2025-06-03 19:42:06,354 Volts,-0.0400 Amps
2025-06-03 19:42:06,354 Volts,0 Amps
2025-06-03 19:42:06,354 Volts,-0.0250 Amps
2025-06-03 19:42:06,354 Volts,-0.0200 Amps
2025-06-03 19:42:06,354 Volts,-0.0333 Amps
2025-06-03 19:42:06,354 Volts,0.0200 Amps
2025-06-03 19:42:06,354 Volts,0.0200 Amps
2025-06-03 19:42:06,354 Volts,0 Amps
2025-06-03 19:42:06,354 Volts,-0.0250 Amps
2025-06-03 19:42:06,354 Volts,-0.0333 Amps
2025-06-03 19:42:07,353 Volts,6.08 Amps
2025-06-03 19:42:07,352 Volts,7.25 Amps
2025-06-03 19:42:07,347 Volts,29.0 Amps
2025-06-03 19:42:07,344 Volts,38.6 Amps
2025-06-03 19:42:07,346 Volts,30.0 Amps
2025-06-03 19:42:07,349 Volts,16.2 Amps
2025-06-03 19:42:07,352 Volts,6.22 Amps
2025-06-03 19:42:07,356 Volts,-4.34 Amps
2025-06-03 19:42:07,354 Volts,-0.900 Amps
2025-06-03 19:42:07,352 Volts,11.0 Amps
2025-06-03 19:42:08,343 Volts,45 Amps
2025-06-03 19:42:08,340 Volts,59.7 Amps
2025-06-03 19:42:08,338 Volts,61.0 Amps
2025-06-03 19:42:08,335 Volts,74.2 Amps
2025-06-03 19:42:08,336 Volts,68.3 Amps
2025-06-03 19:42:08,336 Volts,64.9 Amps
2025-06-03 19:42:08,331 Volts,85.9 Amps
2025-06-03 19:42:08,332 Volts,80.0 Amps
2025-06-03 19:42:08,333 Volts,73.5 Amps
2025-06-03 19:42:08,332 Volts,76.5 Amps
2025-06-03 19:42:09,334 Volts,66.9 Amps
2025-06-03 19:42:09,331 Volts,79.6 Amps
2025-06-03 19:42:09,329 Volts,88.6 Amps
2025-06-03 19:42:09,328 Volts,91.0 Amps
2025-06-03 19:42:09,329 Volts,85.6 Amps
2025-06-03 19:42:09,329 Volts,85 Amps
2025-06-03 19:42:09,331 Volts,78.4 Amps
2025-06-03 19:42:09,337 Volts,53.1 Amps
2025-06-03 19:42:09,335 Volts,63.2 Amps
2025-06-03 19:42:09,333 Volts,71.8 Amps
2025-06-03 19:42:10,334 Volts,67.7 Amps
2025-06-03 19:42:10,333 Volts,71.6 Amps
2025-06-03 19:42:10,331 Volts,82.3 Amps
2025-06-03 19:42:10,329 Volts,86.2 Amps
2025-06-03 19:42:10,330 Volts,82.8 Amps
2025-06-03 19:42:10,334 Volts,67.1 Amps
2025-06-03 19:42:10,338 Volts,53.8 Amps
2025-06-03 19:42:10,356 Volts,-9.65 Amps
2025-06-03 19:42:10,356 Volts,-11.8 Amps
2025-06-03 19:42:10,353 Volts,-1.76 Amps
2025-06-03 19:42:11,352 Volts,4.40 Amps
2025-06-03 19:42:11,350 Volts,12.8 Amps
2025-06-03 19:42:11,352 Volts,3.52 Amps
2025-06-03 19:42:11,348 Volts,21.8 Amps
2025-06-03 19:42:11,344 Volts,36.6 Amps
2025-06-03 19:42:11,345 Volts,30.2 Amps
2025-06-03 19:42:11,343 Volts,39.2 Amps
2025-06-03 19:42:11,343 Volts,39.4 Amps
2025-06-03 19:42:11,343 Volts,38.8 Amps
2025-06-03 19:42:11,336 Volts,66.1 Amps
2025-06-03 19:42:12,337 Volts,60.5 Amps
2025-06-03 19:42:12,338 Volts,55.8 Amps
2025-06-03 19:42:12,336 Volts,66.8 Amps
2025-06-03 19:42:12,338 Volts,56.0 Amps
2025-06-03 19:42:12,338 Volts,52.9 Amps
2025-06-03 19:42:12,335 Volts,67.4 Amps
2025-06-03 19:42:12,335 Volts,67.4 Amps
2025-06-03 19:42:12,346 Volts,23.4 Amps
2025-06-03 19:42:12,357 Volts,-13.3 Amps
2025-06-03 19:42:12,355 Volts,-6.26 Amps
2025-06-03 19:42:13,353 Volts,-0.525 Amps
2025-06-03 19:42:13,353 Volts,0.760 Amps
2025-06-03 19:42:13,353 Volts,0.720 Amps
2025-06-03 19:42:13,353 Volts,0.250 Amps
2025-06-03 19:42:13,354 Volts,-0.140 Amps
2025-06-03 19:42:13,353 Volts,0 Amps
2025-06-03 19:42:13,353 Volts,-0.0400 Amps
2025-06-03 19:42:13,353 Volts,0 Amps
2025-06-03 19:42:13,354 Volts,-0.0250 Amps
2025-06-03 19:42:13,354 Volts,0 Amps
2025-06-03 19:42:14,354 Volts,0 Amps
2025-06-03 19:42:14,354 Volts,0 Amps
2025-06-03 19:42:14,354 Volts,0.0750 Amps
2025-06-03 19:42:14,354 Volts,-0.0250 Amps
2025-06-03 19:42:14,354 Volts,0 Amps
2025-06-03 19:42:15,354 Volts,0 Amps
2025-06-03 19:42:15,354 Volts,0.200 Amps
2025-06-03 19:42:15,344 Volts,41.3 Amps
2025-06-03 19:42:15,326 Volts,116 Amps
2025-06-03 19:42:15,325 Volts,116 Amps
2025-06-03 19:42:15,333 Volts,72.3 Amps
2025-06-03 19:42:15,333 Volts,74.0 Amps
2025-06-03 19:42:16,336 Volts,61.9 Amps
2025-06-03 19:42:16,338 Volts,54.8 Amps
2025-06-03 19:42:16,335 Volts,67.1 Amps
2025-06-03 19:42:16,337 Volts,58.1 Amps
2025-06-03 19:42:16,339 Volts,49.3 Amps
2025-06-03 19:42:16,343 Volts,37.7 Amps
2025-06-03 19:42:16,345 Volts,29.1 Amps
2025-06-03 19:42:16,344 Volts,33.9 Amps
2025-06-03 19:42:16,341 Volts,45.5 Amps
2025-06-03 19:42:16,346 Volts,24.8 Amps
2025-06-03 19:42:17,353 Volts,0.500 Amps
2025-06-03 19:42:17,355 Volts,-6.40 Amps
2025-06-03 19:42:17,354 Volts,-1.72 Amps
2025-06-03 19:42:17,352 Volts,6.05 Amps
2025-06-03 19:42:17,348 Volts,23.5 Amps
2025-06-03 19:42:17,345 Volts,35.7 Amps
2025-06-03 19:42:17,339 Volts,56.8 Amps
2025-06-03 19:42:17,339 Volts,53.9 Amps
2025-06-03 19:42:17,340 Volts,50.6 Amps
2025-06-03 19:42:17,341 Volts,45.8 Amps
2025-06-03 19:42:18,339 Volts,51.6 Amps
2025-06-03 19:42:18,340 Volts,49.0 Amps
2025-06-03 19:42:18,341 Volts,44.9 Amps
2025-06-03 19:42:18,339 Volts,52.8 Amps
2025-06-03 19:42:18,337 Volts,60.1 Amps
2025-06-03 19:42:18,335 Volts,67.3 Amps
2025-06-03 19:42:18,332 Volts,80.4 Amps
2025-06-03 19:42:18,327 Volts,96.9 Amps
2025-06-03 19:42:18,329 Volts,86.3 Amps
2025-06-03 19:42:18,329 Volts,84.6 Amps
2025-06-03 19:42:19,327 Volts,93.7 Amps
2025-06-03 19:42:19,326 Volts,98.0 Amps
2025-06-03 19:42:19,325 Volts,97.9 Amps
2025-06-03 19:42:19,327 Volts,90.6 Amps
2025-06-03 19:42:19,326 Volts,92.0 Amps
2025-06-03 19:42:19,324 Volts,102 Amps
2025-06-03 19:42:19,323 Volts,107 Amps
2025-06-03 19:42:19,321 Volts,110 Amps
2025-06-03 19:42:19,321 Volts,111 Amps
2025-06-03 19:42:19,320 Volts,112 Amps
2025-06-03 19:42:20,320 Volts,115 Amps
2025-06-03 19:42:20,318 Volts,123 Amps
2025-06-03 19:42:20,316 Volts,124 Amps
2025-06-03 19:42:20,317 Volts,123 Amps
2025-06-03 19:42:20,346 Volts,15.6 Amps
2025-06-03 19:42:20,358 Volts,-22.6 Amps
2025-06-03 19:42:20,354 Volts,-8.74 Amps
2025-06-03 19:42:20,352 Volts,-0.200 Amps
2025-06-03 19:42:20,351 Volts,1.38 Amps
2025-06-03 19:42:20,352 Volts,0.500 Amps
2025-06-03 19:42:21,352 Volts,-0.0200 Amps
2025-06-03 19:42:21,352 Volts,-0.0500 Amps
2025-06-03 19:42:21,352 Volts,-0.0750 Amps
2025-06-03 19:42:21,352 Volts,0.0333 Amps
2025-06-03 19:42:21,352 Volts,-0.0200 Amps
2025-06-03 19:42:21,352 Volts,-0.0750 Amps
2025-06-03 19:42:21,352 Volts,0.0200 Amps
2025-06-03 19:42:21,352 Volts,0.0200 Amps
2025-06-03 19:42:21,352 Volts,0 Amps
2025-06-03 19:42:21,353 Volts,-0.0200 Amps
2025-06-03 19:42:22,353 Volts,-0.0500 Amps
2025-06-03 19:42:22,353 Volts,0.0200 Amps
2025-06-03 19:42:22,353 Volts,-0.0200 Amps
2025-06-03 19:42:22,352 Volts,0.0750 Amps
2025-06-03 19:42:22,353 Volts,-0.0400 Amps
2025-06-03 19:42:22,353 Volts,0.0600 Amps
2025-06-03 19:42:22,353 Volts,-0.0400 Amps
2025-06-03 19:42:22,353 Volts,0 Amps
2025-06-03 19:42:22,353 Volts,0 Amps
2025-06-03 19:42:22,353 Volts,0 Amps
2025-06-03 19:42:23,353 Volts,0 Amps
2025-06-03 19:42:23,353 Volts,0 Amps
2025-06-03 19:42:23,353 Volts,0 Amps
2025-06-03 19:42:23,353 Volts,0 Amps
2025-06-03 19:42:23,353 Volts,0 Amps
2025-06-03 19:42:23,353 Volts,0 Amps
2025-06-03 19:42:23,353 Volts,0 Amps
2025-06-03 19:42:23,353 Volts,0 Amps
2025-06-03 19:42:23,353 Volts,0.460 Amps
2025-06-03 19:42:23,350 Volts,11.9 Amps
2025-06-03 19:42:24,348 Volts,21.3 Amps
2025-06-03 19:42:24,348 Volts,19.7 Amps
2025-06-03 19:42:24,348 Volts,16.8 Amps
2025-06-03 19:42:24,348 Volts,16.2 Amps
2025-06-03 19:42:24,347 Volts,22.8 Amps
2025-06-03 19:42:24,344 Volts,33.8 Amps
2025-06-03 19:42:24,341 Volts,44.9 Amps
2025-06-03 19:42:24,338 Volts,56.6 Amps
2025-06-03 19:42:24,340 Volts,47.7 Amps
2025-06-03 19:42:24,339 Volts,48.5 Amps
2025-06-03 19:42:25,337 Volts,55.7 Amps
2025-06-03 19:42:25,336 Volts,59.5 Amps
2025-06-03 19:42:25,334 Volts,69.2 Amps
2025-06-03 19:42:25,332 Volts,74.9 Amps
2025-06-03 19:42:25,333 Volts,67.6 Amps
2025-06-03 19:42:25,333 Volts,70.1 Amps
2025-06-03 19:42:25,330 Volts,78.9 Amps
2025-06-03 19:42:25,331 Volts,77.3 Amps
2025-06-03 19:42:25,330 Volts,79.5 Amps
2025-06-03 19:42:25,330 Volts,79.5 Amps
2025-06-03 19:42:26,329 Volts,83.9 Amps
2025-06-03 19:42:26,327 Volts,88.9 Amps
